perfil,seed,conf_larga,conf_estreita,desvio,energia
Agressivo,1,86.5,83.83333333333334,0.7717849187593568,11.736998019323671
Agressivo,2,86.5,83.83333333333334,0.8117848580674614,11.592586222222224
Equilibrado,1,86.5,82.0,0.9354827094041991,11.503591831119726
Equilibrado,2,86.5,83.83333333333334,0.8378717870217947,11.397205555555555
Passivo,1,86.5,82.16666666666667,0.959000925939183,11.555759597028784
Passivo,2,86.5,83.66666666666667,0.9547829059543403,10.733237830393069
