controlador,periodo,iae_transient,in_tolerance_ss_pct,temp_std_ss,abs_dev_ss,max_abs_dev_ss,iae_c_h,ise,itae,overshoot_c,settling_h,erro_regime_c,in_tolerance_pct,temp_std,max_abs_dev,p95_abs_dev,peak_cost_brl,peak_energy_kwh,comfort_wide_pct,comfort_narrow_pct,abs_dev_from_ideal,overheat_pct,violation_rate_pct,violation_degree_hours,shield_interventions,energy_kwh_day,cost_brl_day,changes_per_hour,changes_per_day,mean_temp,kpi_tdis_tot,kpi_idis_tot,kpi_ener_tot,kpi_cost_tot,kpi_emis_tot,kpi_pele_tot,kpi_pgas_tot,kpi_time_rat,externa_min,externa_max
PI re-sintonizado (emulador),peak_cool_day,36.56565634656945,,,,,36.56565634656945,140.7317502812892,266.34481156620467,0.8566406224997536,,-0.5235402644778999,40.0,1.9202212257842943,6.797794592193895,6.467324469674785,0.0,0.0,84.0,78.66666666666666,1.2188552115523148,0.0,16.0,14.25920774636158,0.0,2.6760110166481654,2.177397222281305,2.4583333333333335,118.0,22.99198233219339,2.281691429912552,87.60756337185104,0.057159591040176434,0.0031214852397605515,0.03782821710001625,0.011460915013548465,1.548468168592048e-10,1.184483645138917e-05,2.195989434523824,14.399999999999977
PI re-sintonizado (emulador),typical_cool_day,13.14897996160055,100.0,0.11641941035664127,0.08482279340580001,0.47592563260286624,13.39496606247737,9.372822915821194,176.0774356420308,1.0123226331607498,27.1,-0.21706940087471896,60.66666666666667,0.5329998375234575,1.401601378845612,1.085662385219192,0.0,0.0,100.0,92.33333333333333,0.4464988687492456,0.0,0.0,0.0,0.0,4.131260139687557,3.465453745928487,3.3333333333333335,160.0,23.82886973825959,1.2595442632563092,88.04478412299781,0.08847539824487259,0.0048316414492807075,0.05855301810431525,0.011611874807666808,2.6265181036870993e-10,1.1966556862548544e-05,10.51657142857141,19.430312500000014
