controlador,cenario,start_temp,occupancy,entrada_h,acomodacao_h,overshoot_c,taxa_c_por_h,saturacao_pct,energia_transitorio_kwh
Termostato (zm = 1 °C),R009,27.856709497994373,9,1.2000000000000002,12.4,0.0,1.3363749876806499,0.0,1.6163804456824513
Termostato (zm = 1 °C),R010,28.47677877661113,35,1.2000000000000002,15.0,0.0,1.6454208455743715,16.666666666666664,1.9331257047353763
Termostato (zm = 1 °C),R016,30.53061237435802,30,4.4,23.0,0.0,0.9526398064861138,31.818181818181817,8.143945114206126
Termostato (zm = 1 °C),R017,31.84380213931172,29,4.2,23.0,0.0,1.329049393632041,47.61904761904761,8.824784150417825
Termostato (zm = 1 °C),R018,30.62937239568597,32,2.0,21.8,0.0,2.126100159163242,50.0,4.277693704735377
Termostato (zm = 1 °C),R027,26.48609261335847,1,0.2,13.0,0.0,1.6423153283206382,0.0,0.2693967409470752
Termostato (zm = 1 °C),R035,30.25420509193806,21,1.8,15.0,0.0,2.0792022735714886,44.44444444444444,3.6915517047353763
Termostato (zm = 1 °C),R036,30.65665695565702,23,2.0,15.0,0.0,2.153676289238758,50.0,4.277693704735377
Termostato (zm = 1 °C),R037,28.75903264293315,17,2.6,21.0,0.0,0.9516183943151956,15.384615384615385,4.135648150417827
Termostato (zm = 1 °C),R040,26.506964279407548,35,1.0,21.400000000000002,0.0,0.5006561705244508,0.0,1.346983704735376
Termostato (zm = 1 °C),R041,26.786954090659687,4,0.4,16.400000000000002,0.0,1.5862867604733388,0.0,0.5387934818941504
Termostato (zm = 1 °C),R047,30.790011539118083,40,2.0,21.6,0.0,2.175270432949352,50.0,4.277693704735377
Termostato (zm = 1 °C),R052,29.260133557681602,21,1.4000000000000001,14.4,0.0,2.036860374206356,42.857142857142854,2.836012963788301
Termostato (zm = 1 °C),R057,31.016829206747424,40,2.0,22.6,0.0,2.2543972166318778,60.0,4.594438963788301
Termostato (zm = 1 °C),R060,31.240852614844812,34,2.2,15.0,0.0,2.21511736033735,54.54545454545454,4.863835704735376
Termostato (zm = 1 °C),R064,30.920181401697484,0,2.0,15.600000000000001,0.0,2.2189852498422926,50.0,4.277693704735377
Termostato (zm = 1 °C),R066,29.30371533543771,12,1.4000000000000001,18.6,0.0,2.0330992614640864,42.857142857142854,2.836012963788301
Termostato (zm = 1 °C),R067,28.020639507804233,2,1.0,10.600000000000001,0.0,1.5681264457782582,20.0,1.663728963788301
Termostato (zm = 1 °C),R068,27.391926107987587,1,0.8,9.4,0.0,1.4067973234285125,0.0,1.0775869637883009
Termostato (zm = 1 °C),R069,29.05817321293346,17,2.4000000000000004,22.400000000000002,0.0,1.1266570463838579,25.0,4.182996668523677
Termostato (zm = 1 °C),R070,32.61804447646341,19,3.0,24.0,0.0,2.083214771164549,66.66666666666666,7.208403704735375
Termostato (zm = 1 °C),R072,30.66064866071436,3,2.6,22.8,0.0,1.6248461321070273,46.15384615384615,5.402629186629525
Termostato (zm = 1 °C),R074,28.96883538969567,30,1.4000000000000001,18.8,0.0,1.8912322885170416,28.57142857142857,2.5192677047353764
Termostato (zm = 1 °C),R076,29.192222312887708,15,2.0,21.400000000000002,0.0,1.4737442113266983,30.0,3.6442031866295266
Termostato (zm = 1 °C),R081,32.775718011409566,5,3.4000000000000004,21.0,0.0,1.8788295069789278,58.82352941176471,7.747197186629526
Termostato (zm = 1 °C),R082,28.29367602730619,22,2.2,23.200000000000003,0.0,0.8624911703842821,9.090909090909092,3.2801094094707524
Termostato (zm = 1 °C),R084,30.91998551776868,30,2.2,22.8,0.0,2.039330785340764,63.63636363636363,5.1805809637883
Termostato (zm = 1 °C),R085,28.062087397422893,40,1.0,22.8,0.0,1.601333940841723,20.0,1.663728963788301
Termostato (zm = 1 °C),R086,32.659968726790204,26,5.2,22.200000000000003,0.0,1.2103705753939247,46.15384615384615,10.805258373259054
Termostato (zm = 1 °C),R087,28.878681618294404,12,2.2,21.400000000000002,0.0,1.1670162728096465,27.27272727272727,3.913599927576602
Termostato (zm = 1 °C),R094,32.986567039989566,31,5.6000000000000005,23.400000000000002,0.0,1.1870179757855446,50.0,11.977542373259052
Termostato (zm = 1 °C),R096,27.829736926905802,34,1.0,17.0,0.0,1.7192580280343002,0.0,1.346983704735376
Termostato (zm = 1 °C),R097,28.889760198869006,31,1.6,22.6,0.0,1.5602765714386435,37.5,3.105409704735376
Termostato (zm = 1 °C),R100,28.994998804445792,37,4.2,12.200000000000001,0.0,0.6392334300759582,14.285714285714285,6.607567337047353
Termostato (zm = 1 °C),R101,26.53882646688087,45,0.2,21.0,0.0,1.6704772174131577,0.0,0.2693967409470752
Termostato (zm = 1 °C),R103,32.679949550163656,36,2.6,18.400000000000002,0.0,2.411419024211931,61.53846153846154,6.036119704735375
Termostato (zm = 1 °C),R105,26.872099278752515,15,1.0,22.8,0.0,0.8885658745296645,0.0,1.346983704735376
Termostato (zm = 1 °C),R110,27.774455842445732,22,2.2,23.200000000000003,0.0,0.7763606635494226,0.0,2.9633641504178274
Termostato (zm = 1 °C),R112,26.251655379624534,13,0.2,23.200000000000003,0.0,0.9186851264993123,0.0,0.2693967409470752
Termostato (zm = 1 °C),R113,31.391478120742825,38,2.2,21.200000000000003,0.0,2.2468727237168484,54.54545454545454,4.863835704735376
Termostato (zm = 1 °C),R114,29.76311994803745,45,2.8000000000000003,23.0,0.0,1.3098857300833786,35.714285714285715,5.355280668523676
Termostato (zm = 1 °C),R117,29.90084550662727,4,1.6,16.8,0.0,2.1698156159135173,50.0,3.422154963788301
Termostato (zm = 1 °C),R118,26.209501214713725,15,0.0,20.8,0.0,,0.0,0.2693967409470752
Termostato (zm = 1 °C),R120,30.317648202981793,33,4.2,20.8,0.0,0.9476347105795035,33.33333333333333,7.874548373259051
Termostato (zm = 0),R002,29.555212774656482,29,3.2,24.0,0.0,1.0098604643136944,31.25,5.894074150417827
Termostato (zm = 0),R004,26.171248810982227,9,0.0,16.8,0.0,,0.0,0.2693967409470752
Termostato (zm = 0),R005,27.436852748248562,28,0.8,23.8,0.0,1.5588153003754712,0.0,1.0775869637883009
Termostato (zm = 0),R007,27.343036702706332,6,0.6000000000000001,19.200000000000003,0.0,1.684602671670993,0.0,0.8081902228412257
Termostato (zm = 0),R009,27.856709497994373,9,1.2000000000000002,14.0,0.0,1.3363749876806499,0.0,1.6163804456824513
Termostato (zm = 0),R010,28.47677877661113,35,1.2000000000000002,16.8,0.0,1.6454208455743715,16.666666666666664,1.9331257047353763
Termostato (zm = 0),R016,30.53061237435802,30,4.4,23.8,0.0,0.9526398064861138,31.818181818181817,8.143945114206126
Termostato (zm = 0),R017,31.84380213931172,29,4.2,24.0,0.0,1.329049393632041,47.61904761904761,8.824784150417825
Termostato (zm = 0),R018,30.62937239568597,32,2.0,23.6,0.0,2.126100159163242,50.0,4.277693704735377
Termostato (zm = 0),R027,26.48609261335847,1,0.2,15.0,0.0,1.6423153283206382,0.0,0.2693967409470752
Termostato (zm = 0),R035,30.25420509193806,21,1.8,18.0,0.0,2.0792022735714886,44.44444444444444,3.6915517047353763
Termostato (zm = 0),R036,30.65665695565702,23,2.0,17.6,0.0,2.153676289238758,50.0,4.277693704735377
Termostato (zm = 0),R037,28.75903264293315,17,2.6,24.0,0.0,0.9516183943151956,15.384615384615385,4.135648150417827
Termostato (zm = 0),R040,26.506964279407548,35,1.0,24.0,0.0,0.5006561705244508,0.0,1.346983704735376
Termostato (zm = 0),R041,26.786954090659687,4,0.4,16.0,0.0,1.5862867604733388,0.0,0.5387934818941504
Termostato (zm = 0),R047,30.790011539118083,40,2.0,22.8,0.0,2.175270432949352,50.0,4.277693704735377
Termostato (zm = 0),R052,29.260133557681602,21,1.4000000000000001,17.6,0.0,2.036860374206356,42.857142857142854,2.836012963788301
Termostato (zm = 0),R057,31.016829206747424,40,2.0,24.0,0.0,2.2543972166318778,60.0,4.594438963788301
Termostato (zm = 0),R060,31.240852614844812,34,2.2,17.6,0.0,2.21511736033735,54.54545454545454,4.863835704735376
Termostato (zm = 0),R064,30.920181401697484,0,2.0,16.8,0.0,2.2189852498422926,50.0,4.277693704735377
Termostato (zm = 0),R066,29.30371533543771,12,1.4000000000000001,22.8,0.0,2.0330992614640864,42.857142857142854,2.836012963788301
Termostato (zm = 0),R067,28.020639507804233,2,1.0,13.4,0.0,1.5681264457782582,20.0,1.663728963788301
Termostato (zm = 0),R068,27.391926107987587,1,0.8,11.4,0.0,1.4067973234285125,0.0,1.0775869637883009
Termostato (zm = 0),R069,29.05817321293346,17,2.4000000000000004,24.0,0.0,1.1266570463838579,25.0,4.182996668523677
Termostato (zm = 0),R070,32.61804447646341,19,3.0,23.6,0.0,2.083214771164549,66.66666666666666,7.208403704735375
Termostato (zm = 0),R072,30.66064866071436,3,2.6,23.200000000000003,0.0,1.6248461321070273,46.15384615384615,5.402629186629525
Termostato (zm = 0),R074,28.96883538969567,30,1.4000000000000001,21.8,0.0,1.8912322885170416,28.57142857142857,2.5192677047353764
Termostato (zm = 0),R076,29.192222312887708,15,2.0,23.400000000000002,0.0,1.4737442113266983,30.0,3.6442031866295266
Termostato (zm = 0),R081,32.775718011409566,5,3.4000000000000004,23.8,0.0,1.8788295069789278,58.82352941176471,7.747197186629526
Termostato (zm = 0),R082,28.29367602730619,22,2.2,24.0,0.0,0.8624911703842821,9.090909090909092,3.2801094094707524
Termostato (zm = 0),R084,30.91998551776868,30,2.2,23.6,0.0,2.039330785340764,63.63636363636363,5.1805809637883
Termostato (zm = 0),R085,28.062087397422893,40,1.0,23.8,0.0,1.601333940841723,20.0,1.663728963788301
Termostato (zm = 0),R086,32.659968726790204,26,5.2,24.0,0.0,1.2103705753939247,46.15384615384615,10.805258373259054
Termostato (zm = 0),R087,28.878681618294404,12,2.2,23.6,0.0,1.1670162728096465,27.27272727272727,3.913599927576602
Termostato (zm = 0),R094,32.986567039989566,31,5.6000000000000005,24.0,0.0,1.1870179757855446,50.0,11.977542373259052
Termostato (zm = 0),R096,27.829736926905802,34,1.0,19.8,0.0,1.7192580280343002,0.0,1.346983704735376
Termostato (zm = 0),R097,28.889760198869006,31,1.6,23.8,0.0,1.5602765714386435,37.5,3.105409704735376
Termostato (zm = 0),R100,28.994998804445792,37,4.2,24.0,0.0,0.6392334300759582,14.285714285714285,6.607567337047353
Termostato (zm = 0),R101,26.53882646688087,45,0.2,20.8,0.0,1.6704772174131577,0.0,0.2693967409470752
Termostato (zm = 0),R103,32.679949550163656,36,2.6,20.8,0.0,2.411419024211931,61.53846153846154,6.036119704735375
Termostato (zm = 0),R105,26.872099278752515,15,1.0,23.8,0.0,0.8885658745296645,0.0,1.346983704735376
Termostato (zm = 0),R110,27.774455842445732,22,2.2,23.8,0.0,0.7763606635494226,0.0,2.9633641504178274
Termostato (zm = 0),R112,26.251655379624534,13,0.2,23.8,0.0,0.9186851264993123,0.0,0.2693967409470752
Termostato (zm = 0),R113,31.391478120742825,38,2.2,22.8,0.0,2.2468727237168484,54.54545454545454,4.863835704735376
Termostato (zm = 0),R114,29.76311994803745,45,2.8000000000000003,24.0,0.0,1.3098857300833786,35.714285714285715,5.355280668523676
Termostato (zm = 0),R117,29.90084550662727,4,1.6,18.6,0.0,2.1698156159135173,50.0,3.422154963788301
Termostato (zm = 0),R118,26.209501214713725,15,0.0,24.0,0.0,,0.0,0.2693967409470752
Termostato (zm = 0),R120,30.317648202981793,33,4.2,24.0,0.0,0.9476347105795035,33.33333333333333,7.874548373259051
