controlador,cenario,start_temp,occupancy,hour,conf_larga_pct,conf_estreita_pct,na_tolerancia_pct,desvio_ideal,energia_kwh
DQN Equilibrado,R021,23.68023802707093,26,15,100.0,100.0,98.66666666666667,0.12682656988788962,10.423133826086957
DQN Equilibrado,R022,21.62514581793993,31,21,97.33333333333334,86.66666666666667,82.66666666666667,0.3560071354314843,10.983791391304347
DQN Equilibrado,R023,20.370260979701083,13,8,80.0,70.66666666666667,66.66666666666666,0.8484229358409169,3.5678208695652174
DQN Equilibrado,R024,20.400507776929764,38,8,89.33333333333333,84.0,74.66666666666667,0.6556956401648445,12.105106521739131
DQN Equilibrado,R025,16.08537967319124,1,15,16.0,0.0,0.0,4.174799905820655,0.0
DQN Equilibrado,R026,20.800506026227012,28,1,90.66666666666666,81.33333333333333,77.33333333333333,0.5054372000401071,9.225365391304347
DQN Equilibrado,R027,26.48609261335847,1,4,100.0,100.0,40.0,0.5792100873875394,5.122371391304347
DQN Equilibrado,R028,21.174602582733023,43,10,96.0,90.66666666666666,54.666666666666664,0.5773150657605095,14.373221217391304
DQN Equilibrado,R029,18.553439798065913,37,5,78.66666666666666,72.0,66.66666666666666,1.0838842741148866,10.550556
DQN Equilibrado,R030,24.063662960670257,18,11,100.0,100.0,100.0,0.24139331968743985,8.282441304347827
DQN Equilibrado,R031,20.338950014931505,5,7,72.0,58.666666666666664,30.666666666666664,1.2987918026323129,1.4016439130434784
DQN Equilibrado,R032,20.744141036834034,30,6,89.33333333333333,81.33333333333333,77.33333333333333,0.5224808413683835,10.142805043478262
DQN Equilibrado,R033,24.206947077588367,26,5,100.0,100.0,100.0,0.12369009390457165,11.72284
DQN Equilibrado,R034,24.42572014344169,32,5,100.0,100.0,100.0,0.1738103760954573,14.143861304347826
DQN Equilibrado,R035,30.25420509193806,21,4,100.0,100.0,98.66666666666667,0.2163620747933246,15.876802869565218
DQN Equilibrado,R036,30.65665695565702,23,4,100.0,100.0,98.66666666666667,0.22711026133625917,17.049086869565222
DQN Equilibrado,R037,28.75903264293315,17,14,92.0,88.0,86.66666666666667,0.4708731245166327,13.07351504347826
DQN Equilibrado,R038,19.555635593786324,39,18,85.33333333333334,78.66666666666666,69.33333333333334,0.7725532440805974,11.467995652173913
DQN Equilibrado,R039,20.237429682093513,15,2,81.33333333333333,70.66666666666667,65.33333333333333,0.8564505119199807,4.587198260869565
DQN Equilibrado,R040,26.506964279407548,35,12,98.66666666666667,94.66666666666667,89.33333333333333,0.30709672615292205,17.100055739130436
DQN Equilibrado,R041,26.786954090659687,4,4,100.0,100.0,58.666666666666664,0.4655187145815642,6.396593130434782
DQN Equilibrado,R042,20.21879632755969,26,16,88.0,80.0,76.0,0.5887519298054261,7.492423826086956
DQN Equilibrado,R043,17.374817986265427,38,21,76.0,70.66666666666667,62.66666666666667,1.2827200103542402,10.627009304347826
DQN Equilibrado,R044,23.287804486179862,12,14,100.0,100.0,96.0,0.1866611530559819,5.733997826086957
DQN Equilibrado,R045,21.322793571147038,31,4,94.66666666666667,86.66666666666667,82.66666666666667,0.3954560208947007,10.652493739130435
DQN Equilibrado,R046,16.165106172522695,13,5,48.0,38.666666666666664,30.666666666666664,2.808915248645027,1.1467995652173912
DQN Equilibrado,R047,30.790011539118083,40,23,100.0,100.0,92.0,0.2579859586794945,22.885022434782613
DQN Equilibrado,R048,23.51046983424874,26,9,100.0,100.0,98.66666666666667,0.13659741475036932,10.627009304347826
DQN Equilibrado,R049,20.691100381558552,31,23,90.66666666666666,82.66666666666667,78.66666666666666,0.4868340880457636,10.270227217391305
DQN Equilibrado,R050,16.989444289519348,17,9,60.0,52.0,48.0,2.0348959268483173,2.038754782608696
DQN Equilibrado,R051,18.866690356984265,7,5,61.33333333333333,49.333333333333336,29.333333333333332,1.8013011364907618,1.1467995652173912
DQN Equilibrado,R052,29.260133557681602,21,4,100.0,100.0,98.66666666666667,0.21515462898113147,14.908394347826087
DQN Equilibrado,R053,25.38486623094757,43,8,100.0,98.66666666666667,73.33333333333333,0.3701208781162487,19.06235721739131
DQN Equilibrado,R054,24.623789263670066,2,8,100.0,100.0,53.333333333333336,0.49780243194200124,3.6952430434782606
DQN Equilibrado,R055,20.806268459833934,5,6,77.33333333333333,64.0,36.0,1.087745444466844,1.783910434782609
DQN Equilibrado,R056,17.45148196606189,15,11,64.0,54.666666666666664,49.333333333333336,1.7999956943488602,1.9113326086956521
DQN Equilibrado,R057,31.016829206747424,40,22,100.0,100.0,92.0,0.2583503115592246,23.1398667826087
DQN Equilibrado,R058,16.46552327276102,44,22,76.0,70.66666666666667,42.66666666666667,1.4082007452938148,12.258013130434783
DQN Equilibrado,R059,18.065917001251965,30,17,73.33333333333333,62.66666666666667,57.333333333333336,1.296580452204114,7.517908260869565
DQN Equilibrado,R060,31.240852614844812,34,4,100.0,100.0,98.66666666666667,0.1603517781138844,21.891129478260876
DQN Equilibrado,R061,21.634874727535795,36,9,98.66666666666667,90.66666666666666,84.0,0.3823385365842783,12.283497565217392
DQN Equilibrado,R062,21.896432280461248,30,12,100.0,93.33333333333333,86.66666666666667,0.2661329856041521,10.117320608695652
DQN Equilibrado,R063,16.152898465312617,45,10,73.33333333333333,66.66666666666666,41.333333333333336,1.7130577262936397,10.168289478260869
DQN Equilibrado,R064,30.920181401697484,0,2,100.0,100.0,37.333333333333336,0.609792362679329,9.097943217391304
DQN Equilibrado,R065,24.229441896786625,39,11,100.0,100.0,93.33333333333333,0.27732225381886894,15.723896260869566
DQN Equilibrado,R066,29.30371533543771,12,23,100.0,100.0,94.66666666666667,0.19078659795219488,11.162182434782608
DQN Equilibrado,R067,28.020639507804233,2,6,100.0,97.33333333333334,45.33333333333333,0.5544334772235857,7.390486086956521
DQN Equilibrado,R068,27.391926107987587,1,8,97.33333333333334,92.0,46.666666666666664,0.6249587641209683,6.294655391304348
DQN Equilibrado,R069,29.05817321293346,17,16,90.66666666666666,88.0,86.66666666666667,0.4869825288763129,13.200937217391303
DQN Equilibrado,R070,32.61804447646341,19,20,88.0,88.0,88.0,0.9026856636132792,16.87069582608696
DQN Equilibrado,R071,16.783836248981082,44,6,72.0,65.33333333333333,38.666666666666664,1.6905821505381595,11.54444895652174
DQN Equilibrado,R072,30.66064866071436,3,14,88.0,84.0,46.666666666666664,0.9807004585837182,10.346680521739131
DQN Equilibrado,R073,21.852385294246545,40,1,98.66666666666667,90.66666666666666,81.33333333333333,0.43470109868428475,14.500643391304347
DQN Equilibrado,R074,28.96883538969567,30,0,100.0,100.0,98.66666666666667,0.16396425001280723,17.329415652173914
DQN Equilibrado,R075,17.578340167065313,37,23,76.0,70.66666666666667,65.33333333333333,1.1738470704268225,10.295711652173914
DQN Equilibrado,R076,29.192222312887708,15,20,92.0,89.33333333333333,88.0,0.4315195841413914,12.410919739130435
DQN Equilibrado,R077,24.11169027697438,27,4,100.0,100.0,100.0,0.0905542845992358,11.850262173913043
DQN Equilibrado,R078,25.077614459467817,25,10,100.0,100.0,97.33333333333334,0.2065344676534241,11.799293304347827
DQN Equilibrado,R079,18.771503142288097,20,3,72.0,64.0,60.0,1.1984258408979804,5.224309130434783
DQN Equilibrado,R080,20.38855286153897,32,22,89.33333333333333,81.33333333333333,78.66666666666666,0.5405173991453159,10.72894704347826
DQN Equilibrado,R081,32.775718011409566,5,16,82.66666666666667,80.0,60.0,1.2720731571219681,13.07351504347826
DQN Equilibrado,R082,28.29367602730619,22,17,93.33333333333333,89.33333333333333,88.0,0.39475854676639854,13.838048086956523
DQN Equilibrado,R083,24.79572381474744,18,4,100.0,100.0,98.66666666666667,0.2558601304105879,9.046974347826087
DQN Equilibrado,R084,30.91998551776868,30,21,94.66666666666667,94.66666666666667,94.66666666666667,0.45660984059466936,19.164294956521744
DQN Equilibrado,R085,28.062087397422893,40,22,100.0,100.0,89.33333333333333,0.2636991806347607,20.209156782608698
DQN Equilibrado,R086,32.659968726790204,26,12,77.33333333333333,74.66666666666667,70.66666666666667,1.293387696423392,19.928828000000003
DQN Equilibrado,R087,28.878681618294404,12,14,92.0,88.0,78.66666666666666,0.5570476042677056,11.72284
DQN Equilibrado,R088,17.953114159578913,2,7,42.66666666666667,28.000000000000004,16.0,2.7433265944364296,0.0
DQN Equilibrado,R089,17.15147625800826,34,21,73.33333333333333,66.66666666666666,61.33333333333333,1.3203737891559857,8.868583304347826
DQN Equilibrado,R090,16.375196780873626,32,12,69.33333333333334,62.66666666666667,57.333333333333336,1.6770062811692263,5.810451130434783
DQN Equilibrado,R091,19.019405810342416,18,3,73.33333333333333,64.0,60.0,1.1611018781100673,4.714620434782608
DQN Equilibrado,R092,18.819356161102448,23,21,76.0,68.0,62.66666666666667,1.0951493934596583,6.320139826086956
DQN Equilibrado,R093,24.40599213484399,29,8,100.0,100.0,97.33333333333334,0.18697324944077218,12.716732956521739
DQN Equilibrado,R094,32.986567039989566,31,13,76.0,72.0,68.0,1.483435535980877,22.145973826086966
DQN Equilibrado,R095,21.15662913529142,14,8,89.33333333333333,78.66666666666666,73.33333333333333,0.5834744313820142,4.587198260869565
DQN Equilibrado,R096,27.829736926905802,34,2,100.0,100.0,98.66666666666667,0.16340341278311926,17.660713304347826
DQN Equilibrado,R097,28.889760198869006,31,21,94.66666666666667,94.66666666666667,94.66666666666667,0.3603326115649352,17.533291130434787
DQN Equilibrado,R098,24.07722946120964,9,10,100.0,100.0,89.33333333333333,0.23222106123788397,5.224309130434783
DQN Equilibrado,R099,18.432951145570694,23,10,74.66666666666667,68.0,62.66666666666667,1.165182286245851,5.096886956521739
DQN Equilibrado,R100,28.994998804445792,37,9,89.33333333333333,85.33333333333334,82.66666666666667,0.6378643767516488,20.43851669565218
DQN Equilibrado,R101,26.53882646688087,45,1,100.0,100.0,72.0,0.3658194268736597,20.489485565217393
